frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto
"2206","Apr 24, 2024 14:01:17.277933000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2207","Apr 24, 2024 14:01:17.277933000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2208","Apr 24, 2024 14:01:17.277933000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2209","Apr 24, 2024 14:01:17.277933000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2210","Apr 24, 2024 14:01:17.277984000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2211","Apr 24, 2024 14:01:17.277984000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2212","Apr 24, 2024 14:01:17.277984000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2213","Apr 24, 2024 14:01:17.277984000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2214","Apr 24, 2024 14:01:17.278032000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2215","Apr 24, 2024 14:01:17.278032000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2216","Apr 24, 2024 14:01:17.278032000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2217","Apr 24, 2024 14:01:17.278032000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2218","Apr 24, 2024 14:01:17.278085000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2219","Apr 24, 2024 14:01:17.278085000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2220","Apr 24, 2024 14:01:17.278085000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2221","Apr 24, 2024 14:01:17.278085000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2222","Apr 24, 2024 14:01:17.278085000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2223","Apr 24, 2024 14:01:17.278137000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2224","Apr 24, 2024 14:01:17.278137000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2225","Apr 24, 2024 14:01:17.278137000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2226","Apr 24, 2024 14:01:17.278137000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2227","Apr 24, 2024 14:01:17.278137000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2228","Apr 24, 2024 14:01:17.278184000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2229","Apr 24, 2024 14:01:17.278184000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2230","Apr 24, 2024 14:01:17.278184000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2231","Apr 24, 2024 14:01:17.278184000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2232","Apr 24, 2024 14:01:17.278184000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2233","Apr 24, 2024 14:01:17.278236000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2234","Apr 24, 2024 14:01:17.278236000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2235","Apr 24, 2024 14:01:17.278236000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2236","Apr 24, 2024 14:01:17.278236000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2237","Apr 24, 2024 14:01:17.278281000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2238","Apr 24, 2024 14:01:17.278281000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2239","Apr 24, 2024 14:01:17.278281000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2240","Apr 24, 2024 14:01:17.278281000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2241","Apr 24, 2024 14:01:17.278335000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2242","Apr 24, 2024 14:01:17.278335000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2243","Apr 24, 2024 14:01:17.278335000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2244","Apr 24, 2024 14:01:17.278335000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2245","Apr 24, 2024 14:01:17.278335000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2246","Apr 24, 2024 14:01:17.278381000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2247","Apr 24, 2024 14:01:17.278381000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2248","Apr 24, 2024 14:01:17.278381000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2249","Apr 24, 2024 14:01:17.278382000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2250","Apr 24, 2024 14:01:17.278433000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2251","Apr 24, 2024 14:01:17.278433000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2252","Apr 24, 2024 14:01:17.278433000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2253","Apr 24, 2024 14:01:17.278433000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2254","Apr 24, 2024 14:01:17.278482000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2255","Apr 24, 2024 14:01:17.278482000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2256","Apr 24, 2024 14:01:17.278482000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2257","Apr 24, 2024 14:01:17.278482000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2258","Apr 24, 2024 14:01:17.278482000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2259","Apr 24, 2024 14:01:17.278536000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2260","Apr 24, 2024 14:01:17.278536000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2261","Apr 24, 2024 14:01:17.278536000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2262","Apr 24, 2024 14:01:17.278536000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2263","Apr 24, 2024 14:01:17.278678000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2264","Apr 24, 2024 14:01:17.278678000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2265","Apr 24, 2024 14:01:17.278678000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2266","Apr 24, 2024 14:01:17.278726000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2267","Apr 24, 2024 14:01:17.278726000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2268","Apr 24, 2024 14:01:17.278726000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2269","Apr 24, 2024 14:01:17.278726000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2270","Apr 24, 2024 14:01:17.278772000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2271","Apr 24, 2024 14:01:17.278772000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2272","Apr 24, 2024 14:01:17.278772000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2273","Apr 24, 2024 14:01:17.278772000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2274","Apr 24, 2024 14:01:17.278823000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2275","Apr 24, 2024 14:01:17.278823000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2276","Apr 24, 2024 14:01:17.278823000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2277","Apr 24, 2024 14:01:17.278824000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2278","Apr 24, 2024 14:01:17.278824000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2279","Apr 24, 2024 14:01:17.278875000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2280","Apr 24, 2024 14:01:17.278875000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2281","Apr 24, 2024 14:01:17.278875000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2282","Apr 24, 2024 14:01:17.278875000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2283","Apr 24, 2024 14:01:17.278926000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2284","Apr 24, 2024 14:01:17.278926000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2285","Apr 24, 2024 14:01:17.278926000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2286","Apr 24, 2024 14:01:17.278926000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2287","Apr 24, 2024 14:01:17.278926000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2288","Apr 24, 2024 14:01:17.278975000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2289","Apr 24, 2024 14:01:17.278975000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2290","Apr 24, 2024 14:01:17.278975000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2291","Apr 24, 2024 14:01:17.278975000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2292","Apr 24, 2024 14:01:17.279033000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2293","Apr 24, 2024 14:01:17.279033000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2294","Apr 24, 2024 14:01:17.279033000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2295","Apr 24, 2024 14:01:17.279033000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2296","Apr 24, 2024 14:01:17.279033000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2297","Apr 24, 2024 14:01:17.279072000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2298","Apr 24, 2024 14:01:17.279072000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2299","Apr 24, 2024 14:01:17.279072000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2300","Apr 24, 2024 14:01:17.279072000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2301","Apr 24, 2024 14:01:17.279084000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"2302","Apr 24, 2024 14:01:17.279129000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2303","Apr 24, 2024 14:01:17.279129000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2304","Apr 24, 2024 14:01:17.279129000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2305","Apr 24, 2024 14:01:17.279129000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2306","Apr 24, 2024 14:01:17.279173000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2307","Apr 24, 2024 14:01:17.279173000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2308","Apr 24, 2024 14:01:17.279173000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2309","Apr 24, 2024 14:01:17.279173000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2310","Apr 24, 2024 14:01:17.279173000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2311","Apr 24, 2024 14:01:17.279223000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2312","Apr 24, 2024 14:01:17.279223000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2313","Apr 24, 2024 14:01:17.279223000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2314","Apr 24, 2024 14:01:17.279223000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2315","Apr 24, 2024 14:01:17.279275000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2316","Apr 24, 2024 14:01:17.279275000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2317","Apr 24, 2024 14:01:17.279275000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2318","Apr 24, 2024 14:01:17.279275000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2319","Apr 24, 2024 14:01:17.279275000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2320","Apr 24, 2024 14:01:17.279325000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2321","Apr 24, 2024 14:01:17.279325000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2322","Apr 24, 2024 14:01:17.279325000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2323","Apr 24, 2024 14:01:17.279325000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2324","Apr 24, 2024 14:01:17.279355000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"2325","Apr 24, 2024 14:01:17.279382000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2326","Apr 24, 2024 14:01:17.279382000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2327","Apr 24, 2024 14:01:17.279382000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2328","Apr 24, 2024 14:01:17.279382000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2329","Apr 24, 2024 14:01:17.279382000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2330","Apr 24, 2024 14:01:17.279423000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2331","Apr 24, 2024 14:01:17.279423000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2332","Apr 24, 2024 14:01:17.279423000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2333","Apr 24, 2024 14:01:17.279423000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2334","Apr 24, 2024 14:01:17.279427000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"2335","Apr 24, 2024 14:01:17.279468000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"2336","Apr 24, 2024 14:01:17.279477000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2337","Apr 24, 2024 14:01:17.279477000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2338","Apr 24, 2024 14:01:17.279477000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2339","Apr 24, 2024 14:01:17.279477000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2340","Apr 24, 2024 14:01:17.279532000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2341","Apr 24, 2024 14:01:17.279532000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2342","Apr 24, 2024 14:01:17.279532000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2343","Apr 24, 2024 14:01:17.279532000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2344","Apr 24, 2024 14:01:17.279532000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2345","Apr 24, 2024 14:01:17.279576000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2346","Apr 24, 2024 14:01:17.279576000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2347","Apr 24, 2024 14:01:17.279576000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2348","Apr 24, 2024 14:01:17.279576000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2349","Apr 24, 2024 14:01:17.279589000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"2350","Apr 24, 2024 14:01:17.279630000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2351","Apr 24, 2024 14:01:17.279630000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2352","Apr 24, 2024 14:01:17.279630000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2353","Apr 24, 2024 14:01:17.279630000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2354","Apr 24, 2024 14:01:17.279630000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2355","Apr 24, 2024 14:01:17.279674000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2356","Apr 24, 2024 14:01:17.279674000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2357","Apr 24, 2024 14:01:17.279674000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2358","Apr 24, 2024 14:01:17.279675000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2359","Apr 24, 2024 14:01:17.279728000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2360","Apr 24, 2024 14:01:17.279728000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2361","Apr 24, 2024 14:01:17.279728000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2362","Apr 24, 2024 14:01:17.279728000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2363","Apr 24, 2024 14:01:17.279783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2364","Apr 24, 2024 14:01:17.279783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2365","Apr 24, 2024 14:01:17.279783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2366","Apr 24, 2024 14:01:17.279783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2367","Apr 24, 2024 14:01:17.279783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2368","Apr 24, 2024 14:01:17.279826000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2369","Apr 24, 2024 14:01:17.279826000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2370","Apr 24, 2024 14:01:17.279826000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2371","Apr 24, 2024 14:01:17.279826000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2372","Apr 24, 2024 14:01:17.279883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2373","Apr 24, 2024 14:01:17.279883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2374","Apr 24, 2024 14:01:17.279883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2375","Apr 24, 2024 14:01:17.279883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2376","Apr 24, 2024 14:01:17.279883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2377","Apr 24, 2024 14:01:17.279926000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2378","Apr 24, 2024 14:01:17.279926000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2379","Apr 24, 2024 14:01:17.279927000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2380","Apr 24, 2024 14:01:17.279927000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2381","Apr 24, 2024 14:01:17.279974000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2382","Apr 24, 2024 14:01:17.279974000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2383","Apr 24, 2024 14:01:17.279974000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2384","Apr 24, 2024 14:01:17.279974000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2385","Apr 24, 2024 14:01:17.280055000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2386","Apr 24, 2024 14:01:17.280055000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2387","Apr 24, 2024 14:01:17.280055000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"2388","Apr 24, 2024 14:01:17.280055000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
