frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto
"4057","Apr 24, 2024 14:01:17.329745000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4058","Apr 24, 2024 14:01:17.329745000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4059","Apr 24, 2024 14:01:17.329745000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4060","Apr 24, 2024 14:01:17.329745000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4061","Apr 24, 2024 14:01:17.329745000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4062","Apr 24, 2024 14:01:17.329756000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4063","Apr 24, 2024 14:01:17.329756000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4064","Apr 24, 2024 14:01:17.329756000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4065","Apr 24, 2024 14:01:17.329756000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4066","Apr 24, 2024 14:01:17.329756000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4067","Apr 24, 2024 14:01:17.329756000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4068","Apr 24, 2024 14:01:17.329756000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4069","Apr 24, 2024 14:01:17.329756000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4070","Apr 24, 2024 14:01:17.329774000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4071","Apr 24, 2024 14:01:17.329774000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4072","Apr 24, 2024 14:01:17.329774000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4073","Apr 24, 2024 14:01:17.329774000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4074","Apr 24, 2024 14:01:17.329996000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4075","Apr 24, 2024 14:01:17.329996000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4076","Apr 24, 2024 14:01:17.329996000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4077","Apr 24, 2024 14:01:17.329997000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4078","Apr 24, 2024 14:01:17.329997000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4079","Apr 24, 2024 14:01:17.329997000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4080","Apr 24, 2024 14:01:17.329997000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4081","Apr 24, 2024 14:01:17.329997000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4082","Apr 24, 2024 14:01:17.330016000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4083","Apr 24, 2024 14:01:17.330017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4084","Apr 24, 2024 14:01:17.330017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4085","Apr 24, 2024 14:01:17.330017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4086","Apr 24, 2024 14:01:17.330017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4087","Apr 24, 2024 14:01:17.330017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4088","Apr 24, 2024 14:01:17.330017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4089","Apr 24, 2024 14:01:17.330017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4090","Apr 24, 2024 14:01:17.330038000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4091","Apr 24, 2024 14:01:17.330038000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4092","Apr 24, 2024 14:01:17.330038000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4093","Apr 24, 2024 14:01:17.330038000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4094","Apr 24, 2024 14:01:17.330038000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4095","Apr 24, 2024 14:01:17.330038000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4096","Apr 24, 2024 14:01:17.330038000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4097","Apr 24, 2024 14:01:17.330246000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4098","Apr 24, 2024 14:01:17.330246000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4099","Apr 24, 2024 14:01:17.330246000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4100","Apr 24, 2024 14:01:17.330246000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4101","Apr 24, 2024 14:01:17.330246000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4102","Apr 24, 2024 14:01:17.330246000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4103","Apr 24, 2024 14:01:17.330247000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4104","Apr 24, 2024 14:01:17.330247000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4105","Apr 24, 2024 14:01:17.330260000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4106","Apr 24, 2024 14:01:17.330260000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4107","Apr 24, 2024 14:01:17.330260000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4108","Apr 24, 2024 14:01:17.330260000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4109","Apr 24, 2024 14:01:17.330260000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4110","Apr 24, 2024 14:01:17.330260000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4111","Apr 24, 2024 14:01:17.330260000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4112","Apr 24, 2024 14:01:17.330260000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4113","Apr 24, 2024 14:01:17.330287000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4114","Apr 24, 2024 14:01:17.330287000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4115","Apr 24, 2024 14:01:17.330508000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4116","Apr 24, 2024 14:01:17.330508000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4117","Apr 24, 2024 14:01:17.330508000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4118","Apr 24, 2024 14:01:17.330508000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4119","Apr 24, 2024 14:01:17.330508000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4120","Apr 24, 2024 14:01:17.330508000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4121","Apr 24, 2024 14:01:17.330508000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4122","Apr 24, 2024 14:01:17.330508000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4123","Apr 24, 2024 14:01:17.330527000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4124","Apr 24, 2024 14:01:17.330527000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4125","Apr 24, 2024 14:01:17.330527000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4126","Apr 24, 2024 14:01:17.330527000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4127","Apr 24, 2024 14:01:17.330527000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4128","Apr 24, 2024 14:01:17.330527000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4129","Apr 24, 2024 14:01:17.330527000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4130","Apr 24, 2024 14:01:17.330527000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4131","Apr 24, 2024 14:01:17.330548000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4132","Apr 24, 2024 14:01:17.330548000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4133","Apr 24, 2024 14:01:17.330548000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4134","Apr 24, 2024 14:01:17.330548000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4135","Apr 24, 2024 14:01:17.330548000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4136","Apr 24, 2024 14:01:17.330548000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4137","Apr 24, 2024 14:01:17.330548000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4138","Apr 24, 2024 14:01:17.330765000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4139","Apr 24, 2024 14:01:17.330765000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4140","Apr 24, 2024 14:01:17.330765000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4141","Apr 24, 2024 14:01:17.330765000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4142","Apr 24, 2024 14:01:17.330765000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4143","Apr 24, 2024 14:01:17.330765000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4144","Apr 24, 2024 14:01:17.330765000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4145","Apr 24, 2024 14:01:17.330765000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4146","Apr 24, 2024 14:01:17.330788000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4147","Apr 24, 2024 14:01:17.330788000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4148","Apr 24, 2024 14:01:17.330788000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4149","Apr 24, 2024 14:01:17.330788000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4150","Apr 24, 2024 14:01:17.330788000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4151","Apr 24, 2024 14:01:17.330788000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4152","Apr 24, 2024 14:01:17.330788000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4153","Apr 24, 2024 14:01:17.330788000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4154","Apr 24, 2024 14:01:17.332233000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"4155","Apr 24, 2024 14:01:17.345243000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"4156","Apr 24, 2024 14:01:17.345269000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"4157","Apr 24, 2024 14:01:17.348552000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4158","Apr 24, 2024 14:01:17.349326000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4159","Apr 24, 2024 14:01:17.349502000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"4160","Apr 24, 2024 14:01:17.352186000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4161","Apr 24, 2024 14:01:17.352245000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4162","Apr 24, 2024 14:01:17.352296000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4163","Apr 24, 2024 14:01:17.352296000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4164","Apr 24, 2024 14:01:17.352296000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4165","Apr 24, 2024 14:01:17.352296000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4166","Apr 24, 2024 14:01:17.352338000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"4167","Apr 24, 2024 14:01:17.352445000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"4168","Apr 24, 2024 14:01:17.352502000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4169","Apr 24, 2024 14:01:17.352502000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4170","Apr 24, 2024 14:01:17.352502000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4171","Apr 24, 2024 14:01:17.352543000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4172","Apr 24, 2024 14:01:17.352543000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4173","Apr 24, 2024 14:01:17.352543000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4174","Apr 24, 2024 14:01:17.352543000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4175","Apr 24, 2024 14:01:17.352598000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4176","Apr 24, 2024 14:01:17.352598000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4177","Apr 24, 2024 14:01:17.352598000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4178","Apr 24, 2024 14:01:17.352598000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4179","Apr 24, 2024 14:01:17.352598000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4180","Apr 24, 2024 14:01:17.352642000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4181","Apr 24, 2024 14:01:17.352642000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4182","Apr 24, 2024 14:01:17.352642000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4183","Apr 24, 2024 14:01:17.352642000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4184","Apr 24, 2024 14:01:17.352696000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4185","Apr 24, 2024 14:01:17.352781000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4186","Apr 24, 2024 14:01:17.352781000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4187","Apr 24, 2024 14:01:17.352834000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4188","Apr 24, 2024 14:01:17.352834000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4189","Apr 24, 2024 14:01:17.352834000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4190","Apr 24, 2024 14:01:17.352834000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4191","Apr 24, 2024 14:01:17.352834000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4192","Apr 24, 2024 14:01:17.352886000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4193","Apr 24, 2024 14:01:17.352886000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4194","Apr 24, 2024 14:01:17.352886000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4195","Apr 24, 2024 14:01:17.352886000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4196","Apr 24, 2024 14:01:17.352886000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4197","Apr 24, 2024 14:01:17.352912000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"4198","Apr 24, 2024 14:01:17.352936000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4199","Apr 24, 2024 14:01:17.352936000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4200","Apr 24, 2024 14:01:17.352937000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4201","Apr 24, 2024 14:01:17.352937000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4202","Apr 24, 2024 14:01:17.352982000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4203","Apr 24, 2024 14:01:17.352982000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4204","Apr 24, 2024 14:01:17.352982000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4205","Apr 24, 2024 14:01:17.352982000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4206","Apr 24, 2024 14:01:17.353035000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4207","Apr 24, 2024 14:01:17.353035000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4208","Apr 24, 2024 14:01:17.353035000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4209","Apr 24, 2024 14:01:17.353035000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4210","Apr 24, 2024 14:01:17.353035000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4211","Apr 24, 2024 14:01:17.353078000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4212","Apr 24, 2024 14:01:17.353078000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4213","Apr 24, 2024 14:01:17.353079000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4214","Apr 24, 2024 14:01:17.353079000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4215","Apr 24, 2024 14:01:17.353183000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"4216","Apr 24, 2024 14:01:17.353603000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4217","Apr 24, 2024 14:01:17.353840000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4218","Apr 24, 2024 14:01:17.353841000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4219","Apr 24, 2024 14:01:17.353841000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4220","Apr 24, 2024 14:01:17.353877000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4221","Apr 24, 2024 14:01:17.353877000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4222","Apr 24, 2024 14:01:17.353877000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4223","Apr 24, 2024 14:01:17.353934000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4224","Apr 24, 2024 14:01:17.353954000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"4225","Apr 24, 2024 14:01:17.354000000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4226","Apr 24, 2024 14:01:17.354000000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4227","Apr 24, 2024 14:01:17.354000000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4228","Apr 24, 2024 14:01:17.354049000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4229","Apr 24, 2024 14:01:17.354049000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4230","Apr 24, 2024 14:01:17.354049000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4231","Apr 24, 2024 14:01:17.354049000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4232","Apr 24, 2024 14:01:17.354104000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4233","Apr 24, 2024 14:01:17.354104000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4234","Apr 24, 2024 14:01:17.354104000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4235","Apr 24, 2024 14:01:17.354104000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4236","Apr 24, 2024 14:01:17.354104000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4237","Apr 24, 2024 14:01:17.354134000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17"
"4238","Apr 24, 2024 14:01:17.354149000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"4239","Apr 24, 2024 14:01:17.354149000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
