requestStart,requestEnd,duration,durationNetto,downLinkBytes,downLinkPackets,upLinkBytes,upLinkPackets,port,requestSize,protocol,stalling,qc,qcFrom,qcTo,phase,bhfirst,bhlast,bhmin,bhmax,bhmean,bhstd,videoid
2020-02-14 09:08:34.972770929,2020-02-14 09:08:42.573397160,0 days 00:00:07.600626231,0 days 00:00:01.516471863,183845.0,140,2640.0,70,38471.0,752.0,udpnew,0,0,243,0,steady,122668,120997,120997,125974,123380.28571428571,1724.7264241308644,jcgcswfv-6A
2020-02-14 09:08:42.573397160,2020-02-14 09:08:44.962615967,0 days 00:00:02.389218807,0 days 00:00:02.381929874,292136.0,218,4109.0,109,38471.0,754.0,udpnew,0,0,243,0,steady,119985,120333,119985,121362,120560.0,716.0160612723712,jcgcswfv-6A
2020-02-14 09:08:44.962615967,2020-02-14 09:08:52.487587929,0 days 00:00:07.524971962,0 days 00:00:00.536776066,65830.0,52,1023.0,27,38471.0,752.0,udpnew,0,0,243,0,steady,126955,120898,120898,126955,123929.28571428571,2183.091135239641,jcgcswfv-6A
2020-02-14 09:08:52.487587929,2020-02-14 09:08:54.943392992,0 days 00:00:02.455805063,0 days 00:00:02.432713270,298865.0,223,4183.0,111,38471.0,755.0,udpnew,0,0,243,0,steady,119897,120378,119897,120562,120279.0,343.375887330488,jcgcswfv-6A
2020-02-14 09:08:54.943392992,2020-02-14 09:09:02.411009073,0 days 00:00:07.467616081,0 days 00:00:00.493417978,62213.0,47,989.0,26,38471.0,760.0,udpnew,0,0,243,0,steady,126826,120834,120834,126826,123839.0,2147.065439151774,jcgcswfv-6A
2020-02-14 09:09:02.411009073,2020-02-14 09:09:04.961366177,0 days 00:00:02.550357104,0 days 00:00:01.117722988,137964.0,103,1998.0,53,38471.0,755.0,udpnew,0,0,243,0,steady,119813,120392,119813,121308,120504.33333333333,753.8039090727331,jcgcswfv-6A
2020-02-14 09:09:04.961366177,2020-02-14 09:09:12.351811886,0 days 00:00:07.390445709,0 days 00:00:00.493542909,62201.0,47,949.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,126775,120720,120720,126775,123748.57142857143,2182.780707961205,jcgcswfv-6A
2020-02-14 09:09:12.351811886,2020-02-14 09:09:14.929804087,0 days 00:00:02.577992201,0 days 00:00:01.990161180,244103.0,183,3467.0,92,38471.0,756.0,udpnew,0,0,243,0,steady,120194,120338,120194,121369,120633.66666666667,640.8746627331536,jcgcswfv-6A
2020-02-14 09:09:14.929804087,2020-02-14 09:09:22.256330013,0 days 00:00:07.326525926,0 days 00:00:00.493623733,62183.0,47,949.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,126673,120651,120651,126673,123669.57142857143,2157.0301231973913,jcgcswfv-6A
2020-02-14 09:09:22.392445087,2020-02-14 09:09:25.144137859,0 days 00:00:02.751692772,0 days 00:00:02.749493838,257742.0,195,3722.0,99,38471.0,756.0,udpnew,0,0,243,0,steady,120033,120342,120033,120342,120164.66666666667,159.48145137705933,jcgcswfv-6A
2020-02-14 09:09:25.144137859,2020-02-14 09:09:32.173322916,0 days 00:00:07.029185057,0 days 00:00:02.506973267,154958.0,118,2256.0,60,38471.0,760.0,udpnew,0,0,243,0,steady,119340,120622,119340,124578,122263.85714285714,1846.9719749336957,jcgcswfv-6A
2020-02-14 09:09:32.173322916,2020-02-14 09:09:34.889155865,0 days 00:00:02.715832949,0 days 00:00:01.805943966,220099.0,165,3254.0,86,38471.0,756.0,udpnew,0,0,243,0,steady,122314,120297,120297,122314,121306.0,1008.5003718392968,jcgcswfv-6A
2020-02-14 09:09:34.889155865,2020-02-14 09:09:42.088844061,0 days 00:00:07.199688196,0 days 00:00:00.502740144,62303.0,48,992.0,26,38471.0,753.0,udpnew,0,0,243,0,steady,126490,120501,120501,126490,123515.0,2154.5466653877174,jcgcswfv-6A
2020-02-14 09:09:42.088844061,2020-02-14 09:09:44.862563848,0 days 00:00:02.773719787,0 days 00:00:02.765828848,339647.0,252,4831.0,128,38471.0,756.0,udpnew,0,0,243,0,steady,120562,120330,120330,121254,120715.33333333333,480.70503776571064,jcgcswfv-6A
2020-02-14 09:09:44.862563848,2020-02-14 09:09:52.019913912,0 days 00:00:07.157350064,0 days 00:00:01.864461184,227791.0,171,3208.0,85,38471.0,753.0,udpnew,0,0,243,0,steady,123972,120462,120462,124504,122954.28571428571,1556.7650983461092,jcgcswfv-6A
2020-02-14 09:09:52.019913912,2020-02-14 09:09:54.851314783,0 days 00:00:02.831400871,0 days 00:00:02.821501970,346434.0,257,4862.0,129,38471.0,756.0,udpnew,0,0,243,0,steady,120362,120233,120233,121271,120622.0,565.7393392720714,jcgcswfv-6A
2020-02-14 09:09:54.851314783,2020-02-14 09:10:01.933005095,0 days 00:00:07.081690312,0 days 00:00:01.314761400,160144.0,121,2370.0,61,38471.0,753.0,udpnew,0,0,243,0,steady,124408,120381,120381,125382,123082.14285714286,1800.963855696113,jcgcswfv-6A
2020-02-14 09:10:01.933005095,2020-02-14 09:10:04.843062162,0 days 00:00:02.910057067,0 days 00:00:02.475830793,303974.0,226,4347.0,115,38471.0,756.0,udpnew,0,0,243,0,steady,121482,120229,120229,121482,120986.0,666.027777198519,jcgcswfv-6A
2020-02-14 09:10:04.843062162,2020-02-14 09:10:11.851555824,0 days 00:00:07.008493662,0 days 00:00:00.493617773,62085.0,47,949.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,126319,120312,120312,126319,123287.42857142857,2160.096128813319,jcgcswfv-6A
2020-02-14 09:10:11.851555824,2020-02-14 09:10:14.819964170,0 days 00:00:02.968408346,0 days 00:00:00.917578221,113521.0,86,1723.0,45,38471.0,756.0,udpnew,0,0,243,0,steady,122258,120216,120216,122258,121241.66666666667,1021.0319942750733,jcgcswfv-6A
2020-02-14 09:10:14.819964170,2020-02-14 09:10:21.765362024,0 days 00:00:06.945397854,0 days 00:00:00.502551556,62355.0,48,912.0,24,38471.0,753.0,udpnew,0,0,243,0,steady,126153,120203,120203,126153,123203.71428571429,2142.3927211014725,jcgcswfv-6A
2020-02-14 09:10:21.765362024,2020-02-14 09:10:21.878834009,0 days 00:00:00.113471985,0 days 00:00:00.005909920,32.0,1,48.0,1,38471.0,756.0,udpnew,0,0,243,0,steady,120203,120203,120203,120203,120203.0,0.0,jcgcswfv-6A
2020-02-14 09:10:21.878834009,2020-02-14 09:10:24.883710146,0 days 00:00:03.004876137,0 days 00:00:00.916957140,113653.0,86,1617.0,43,38471.0,763.0,udpnew,0,0,243,0,steady,122218,120266,120266,122218,121224.66666666667,976.461639458168,jcgcswfv-6A
2020-02-14 09:10:24.883710146,2020-02-14 09:10:31.764566183,0 days 00:00:06.880856037,0 days 00:00:00.493808985,62183.0,47,992.0,26,38471.0,753.0,udpnew,0,0,243,0,steady,126141,120163,120163,126141,123112.14285714286,2164.4132714257253,jcgcswfv-6A
2020-02-14 09:10:31.764566183,2020-02-14 09:10:34.791326046,0 days 00:00:03.026759863,0 days 00:00:02.356014967,279836.0,209,4132.0,108,38471.0,756.0,udpnew,0,0,243,0,steady,122240,120223,120223,122240,121230.0,1008.5033465487361,jcgcswfv-6A
2020-02-14 09:10:34.791326046,2020-02-14 09:10:41.695795774,0 days 00:00:06.904469728,0 days 00:00:00.493793011,62356.0,48,949.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,126044,120044,120044,126044,123028.14285714286,2158.633319840081,jcgcswfv-6A
2020-02-14 09:10:41.695795774,2020-02-14 09:10:44.782592058,0 days 00:00:03.086796284,0 days 00:00:03.079707385,377784.0,284,5552.0,145,38471.0,756.0,udpnew,0,0,243,0,steady,120268,120168,120168,121177,120537.66666666667,555.9319502720933,jcgcswfv-6A
2020-02-14 09:10:44.782592058,2020-02-14 09:10:51.613087893,0 days 00:00:06.830495835,0 days 00:00:01.108081818,135680.0,103,2119.0,54,38471.0,753.0,udpnew,0,0,243,0,steady,125003,120932,120932,125008,123307.33333333333,1662.6369016314616,jcgcswfv-6A
2020-02-14 09:10:51.613087893,2020-02-14 09:10:54.754935026,0 days 00:00:03.141847133,0 days 00:00:01.492087125,182940.0,137,2966.0,76,38471.0,756.0,udpnew,0,0,243,0,steady,119915,120196,119915,122207,120882.75,1044.1693269452676,jcgcswfv-6A
2020-02-14 09:10:54.754935026,2020-02-14 09:11:01.526912928,0 days 00:00:06.771977902,0 days 00:00:00.506154775,62269.0,47,952.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,125886,120922,120922,125886,123368.0,1868.3429021461773,jcgcswfv-6A
2020-02-14 09:11:01.526912928,2020-02-14 09:11:04.741676092,0 days 00:00:03.214763164,0 days 00:00:03.212798118,394051.0,295,5517.0,146,38471.0,757.0,udpnew,0,0,243,0,steady,119907,120133,119907,122175,120843.25,1041.4164632845018,jcgcswfv-6A
2020-02-14 09:11:04.741676092,2020-02-14 09:11:11.375422955,0 days 00:00:06.633746863,0 days 00:00:01.270085812,154200.0,118,2190.0,58,38471.0,760.0,udpnew,0,0,243,0,steady,124759,120781,120781,124841,123133.5,1641.0279400424602,jcgcswfv-6A
2020-02-14 09:11:11.375422955,2020-02-14 09:11:11.526254177,0 days 00:00:00.150831222,0 days 00:00:00.148713110,20370.0,15,408.0,10,38471.0,757.0,udpnew,0,0,243,0,steady,120781,120781,120781,120781,120781.0,0.0,jcgcswfv-6A
2020-02-14 09:11:11.526254177,2020-02-14 09:11:14.726447105,0 days 00:00:03.200192928,0 days 00:00:02.905384779,354135.0,263,4937.0,131,38471.0,767.0,udpnew,0,0,243,0,steady,120088,120196,120088,122120,120878.0,945.9894291164146,jcgcswfv-6A
2020-02-14 09:11:14.726447105,2020-02-14 09:11:21.367942095,0 days 00:00:06.641494990,0 days 00:00:00.495178700,62437.0,47,949.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,125758,120674,120674,125758,123212.0,1898.7428472544668,jcgcswfv-6A
2020-02-14 09:11:21.367942095,2020-02-14 09:11:24.713638067,0 days 00:00:03.345695972,0 days 00:00:03.335289001,408903.0,306,5820.0,153,38471.0,757.0,udpnew,0,0,243,0,steady,119762,120130,119762,121143,120416.75,601.3026830695725,jcgcswfv-6A
2020-02-14 09:11:24.713638067,2020-02-14 09:11:31.234172106,0 days 00:00:06.520534039,0 days 00:00:01.517165661,185161.0,141,2704.0,71,38471.0,753.0,udpnew,0,0,243,0,steady,123494,120630,120630,124588,122785.83333333333,1448.3875747418806,jcgcswfv-6A
2020-02-14 09:11:31.234172106,2020-02-14 09:11:34.701570988,0 days 00:00:03.467398882,0 days 00:00:02.736141920,334364.0,252,4896.0,128,38471.0,756.0,udpnew,0,0,243,0,steady,120961,120148,120148,122067,121085.0,788.2279704078849,jcgcswfv-6A
2020-02-14 09:11:34.701570988,2020-02-14 09:11:41.217713833,0 days 00:00:06.516142845,0 days 00:00:00.500427007,62089.0,48,912.0,24,38471.0,753.0,udpnew,0,0,243,0,steady,125587,120564,120564,125587,123064.33333333333,1871.6608310980562,jcgcswfv-6A
2020-02-14 09:11:41.217713833,2020-02-14 09:11:44.682783127,0 days 00:00:03.465069294,0 days 00:00:02.410495996,295605.0,222,4184.0,111,38471.0,756.0,udpnew,0,0,243,0,steady,119654,120122,119654,121135,120496.75,728.8252534044083,jcgcswfv-6A
2020-02-14 09:11:44.682783127,2020-02-14 09:11:51.054288864,0 days 00:00:06.371505737,0 days 00:00:00.493391990,62323.0,47,950.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,125478,120488,120488,125478,122980.66666666667,1858.38506953394,jcgcswfv-6A
2020-02-14 09:11:51.054288864,2020-02-14 09:11:54.674985886,0 days 00:00:03.620697022,0 days 00:00:02.174386978,266187.0,199,3826.0,101,38471.0,756.0,udpnew,0,0,243,0,steady,121780,120109,120109,122047,121267.25,862.262286082373,jcgcswfv-6A
2020-02-14 09:11:54.674985886,2020-02-14 09:12:01.043598175,0 days 00:00:06.368612289,0 days 00:00:00.501883268,62270.0,48,953.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,125399,120423,120423,125399,122899.5,1855.5606969323317,jcgcswfv-6A
2020-02-14 09:12:01.043598175,2020-02-14 09:12:04.648341179,0 days 00:00:03.604743004,0 days 00:00:03.529206991,431323.0,323,6113.0,162,38471.0,757.0,udpnew,0,0,243,0,steady,120560,121044,120560,121756,121120.0,601.6111701090664,jcgcswfv-6A
2020-02-14 09:12:04.648341179,2020-02-14 09:12:10.976309061,0 days 00:00:06.327967882,0 days 00:00:00.491997719,62233.0,48,959.0,25,38471.0,754.0,udpnew,0,0,243,0,steady,120041,120275,120041,125272,122403.85714285714,2007.9539693073502,jcgcswfv-6A
2020-02-14 09:12:10.976309061,2020-02-14 09:12:14.636025906,0 days 00:00:03.659716845,0 days 00:00:03.659130096,448429.0,337,6319.0,167,38471.0,757.0,udpnew,0,0,243,0,steady,121516,120059,120059,122003,121163.75,827.9329179750414,jcgcswfv-6A
2020-02-14 09:12:14.636025906,2020-02-14 09:12:20.816966057,0 days 00:00:06.180940151,0 days 00:00:01.214233875,147488.0,111,2110.0,56,38471.0,761.0,udpnew,0,0,243,0,steady,124030,120279,120279,124199,122531.5,1563.0677208617674,jcgcswfv-6A
2020-02-14 09:12:20.816966057,2020-02-14 09:12:24.631778955,0 days 00:00:03.814812898,0 days 00:00:01.831001997,225411.0,168,3249.0,86,38471.0,757.0,udpnew,0,0,243,0,steady,119740,121048,119740,122049,120945.66666666667,1157.8965123590854,jcgcswfv-6A
2020-02-14 09:12:24.631778955,2020-02-14 09:12:30.739523888,0 days 00:00:06.107744933,0 days 00:00:00.492717028,62393.0,47,913.0,24,38471.0,754.0,udpnew,0,0,243,0,steady,120039,120157,120039,125142,122283.0,1963.8783906681526,jcgcswfv-6A
2020-02-14 09:12:30.739523888,2020-02-14 09:12:35.612531900,0 days 00:00:04.873008012,0 days 00:00:01.932552337,133438.0,104,1981.0,52,38471.0,756.0,udpnew,0,0,243,0,steady,120491,120048,120048,121991,120900.0,839.1197769091133,jcgcswfv-6A
2020-02-14 09:12:35.612531900,2020-02-14 09:12:40.743664026,0 days 00:00:05.131132126,0 days 00:00:00.786397934,63480.0,50,957.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,119030,120074,119030,124069,121569.66666666667,1876.4612084097732,jcgcswfv-6A
2020-02-14 09:12:40.743664026,2020-02-14 09:12:44.673768044,0 days 00:00:03.930104018,0 days 00:00:02.810524225,343800.0,256,4946.0,131,38471.0,757.0,udpnew,0,0,243,0,steady,122981,120038,120038,122981,121510.0,1257.4797546415343,jcgcswfv-6A
2020-02-14 09:12:44.673768044,2020-02-14 09:12:50.676589966,0 days 00:00:06.002821922,0 days 00:00:00.495271921,62497.0,47,950.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,124999,120032,120032,124999,122483.33333333333,1868.7102147381404,jcgcswfv-6A
2020-02-14 09:12:50.676589966,2020-02-14 09:12:54.597692251,0 days 00:00:03.921102285,0 days 00:00:02.945080995,361025.0,270,5048.0,134,38471.0,757.0,udpnew,0,0,243,0,steady,122781,120994,120994,122781,121928.66666666667,896.3405230900438,jcgcswfv-6A
2020-02-14 09:12:54.597692251,2020-02-14 09:13:00.537504911,0 days 00:00:05.939812660,0 days 00:00:00.493681908,62189.0,47,950.0,25,38471.0,754.0,udpnew,0,0,243,0,steady,119976,120902,119976,124883,122418.33333333333,1843.244603048295,jcgcswfv-6A
2020-02-14 09:13:00.537504911,2020-02-14 09:13:04.568345070,0 days 00:00:04.030840159,0 days 00:00:03.657260180,447315.0,333,6258.0,166,38471.0,757.0,udpnew,0,0,243,0,steady,119890,121015,119890,122028,121004.0,874.8207435431177,jcgcswfv-6A
2020-02-14 09:13:04.568345070,2020-02-14 09:13:10.484950066,0 days 00:00:05.916604996,0 days 00:00:00.492945909,62452.0,47,913.0,24,38471.0,754.0,udpnew,0,0,243,0,steady,119998,120851,119998,124830,122373.16666666667,1820.8293073944812,jcgcswfv-6A
2020-02-14 09:13:10.484950066,2020-02-14 09:13:14.546229124,0 days 00:00:04.061279058,0 days 00:00:03.211955785,393479.0,294,5622.0,149,38471.0,756.0,udpnew,0,0,243,0,steady,119838,120998,119838,121917,121049.5,890.5730364957909,jcgcswfv-6A
2020-02-14 09:13:14.546229124,2020-02-14 09:13:20.407900095,0 days 00:00:05.861670971,0 days 00:00:00.497518778,62246.0,47,953.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,119972,120780,119972,124747,122303.5,1802.4523017267336,jcgcswfv-6A
2020-02-14 09:13:20.407900095,2020-02-14 09:13:24.601427794,0 days 00:00:04.193527699,0 days 00:00:02.269300938,277859.0,210,4032.0,106,38471.0,756.0,udpnew,0,0,243,0,steady,119761,120960,119761,122922,121408.5,1359.582901726359,jcgcswfv-6A
2020-02-14 09:13:24.601427794,2020-02-14 09:13:30.262807131,0 days 00:00:05.661379337,0 days 00:00:00.492821216,62435.0,47,913.0,24,38471.0,753.0,udpnew,0,0,243,0,steady,119933,120709,119933,124656,122229.66666666667,1787.1357717494961,jcgcswfv-6A
2020-02-14 09:13:30.262807131,2020-02-14 09:13:34.534169911,0 days 00:00:04.271362780,0 days 00:00:03.703066826,453112.0,340,6439.0,170,38471.0,757.0,udpnew,0,0,243,0,steady,119694,120901,119694,121927,121044.25,999.3262313512373,jcgcswfv-6A
2020-02-14 09:13:34.534169911,2020-02-14 09:13:40.173935890,0 days 00:00:05.639765979,0 days 00:00:00.497575045,62120.0,47,913.0,24,38471.0,753.0,udpnew,0,0,243,0,steady,120359,120605,120359,124549,122219.66666666667,1662.205482684577,jcgcswfv-6A
2020-02-14 09:13:40.173935890,2020-02-14 09:13:44.523292065,0 days 00:00:04.349356175,0 days 00:00:03.246119261,397161.0,298,5784.0,152,38471.0,757.0,udpnew,0,0,243,0,steady,120511,120870,120511,122253,121380.25,823.4963570046925,jcgcswfv-6A
2020-02-14 09:13:44.523292065,2020-02-14 09:13:50.099011898,0 days 00:00:05.575719833,0 days 00:00:00.504825115,62508.0,48,913.0,24,38471.0,753.0,udpnew,0,0,243,0,steady,119963,120559,119963,124552,122102.83333333333,1765.699115553572,jcgcswfv-6A
2020-02-14 09:13:50.099011898,2020-02-14 09:13:54.592983961,0 days 00:00:04.493972063,0 days 00:00:01.369230032,168045.0,126,2496.0,66,38471.0,757.0,udpnew,0,0,243,0,steady,121187,120900,120900,122926,121733.5,903.8062107922619,jcgcswfv-6A
2020-02-14 09:13:54.592983961,2020-02-14 09:14:00.080832958,0 days 00:00:05.487848997,0 days 00:00:00.501282930,62181.0,48,950.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,119889,120434,119889,124397,122017.66666666667,1753.0202128517135,jcgcswfv-6A
2020-02-14 09:14:00.080832958,2020-02-14 09:14:04.485862970,0 days 00:00:04.405030012,0 days 00:00:03.379862070,413903.0,309,5924.0,157,38471.0,757.0,udpnew,0,0,243,0,steady,122193,120845,120845,122869,121942.5,843.0063265875688,jcgcswfv-6A
2020-02-14 09:14:04.485862970,2020-02-14 09:14:10.007442951,0 days 00:00:05.521579981,0 days 00:00:00.501075983,62163.0,48,950.0,25,38471.0,753.0,udpnew,0,0,243,0,steady,119924,120390,119924,124369,121949.83333333333,1727.766351873617,jcgcswfv-6A
2020-02-14 09:14:10.007442951,2020-02-14 09:14:14.465200901,0 days 00:00:04.457757950,0 days 00:00:02.051938057,251782.0,187,3572.0,95,38471.0,756.0,udpnew,0,0,243,0,steady,119738,120829,119738,122868,121320.0,1343.593936673825,jcgcswfv-6A
2020-02-14 09:14:14.465200901,2020-02-14 09:14:19.855681896,0 days 00:00:05.390480995,0 days 00:00:00.506185055,62605.0,48,1030.0,27,38471.0,753.0,udpnew,0,0,243,0,steady,119918,120300,119918,124309,121907.33333333333,1716.4877706137806,jcgcswfv-6A
2020-02-14 09:14:19.855681896,2020-02-14 09:14:24.519701003,0 days 00:00:04.664019107,0 days 00:00:01.094594002,135711.0,102,1925.0,51,38471.0,756.0,udpnew,0,0,243,0,steady,123873,120825,120825,123873,122346.0,1313.2123463730711,jcgcswfv-6A
2020-02-14 09:14:24.519701003,2020-02-14 09:14:29.847993851,0 days 00:00:05.328292848,0 days 00:00:00.499253989,62180.0,47,950.0,25,38471.0,754.0,udpnew,0,0,243,0,steady,120517,120218,120218,124150,121934.0,1560.2311367230177,jcgcswfv-6A
2020-02-14 09:14:29.847993851,2020-02-14 09:14:34.479334116,0 days 00:00:04.631340265,0 days 00:00:01.062486171,130578.0,98,1928.0,51,38471.0,756.0,udpnew,0,0,243,0,steady,123862,120829,120829,123862,122344.0,1304.6810593653404,jcgcswfv-6A
2020-02-14 09:14:34.479334116,2020-02-14 09:14:39.769928932,0 days 00:00:05.290594816,0 days 00:00:00.505332708,62412.0,48,864.0,23,38471.0,754.0,udpnew,0,0,243,0,steady,121161,120112,120112,124073,121964.16666666667,1462.948996604689,jcgcswfv-6A
2020-02-14 09:14:39.769928932,2020-02-14 09:14:44.485048056,0 days 00:00:04.715119124,0 days 00:00:00.528169871,65608.0,50,987.0,26,38471.0,756.0,udpnew,0,0,243,0,steady,123818,120799,120799,123818,122312.0,1299.0050038394772,jcgcswfv-6A
2020-02-14 09:14:44.485048056,2020-02-14 09:14:49.609258890,0 days 00:00:05.124210834,0 days 00:00:00.495965004,62292.0,47,1030.0,27,38471.0,756.0,udpnew,0,0,243,0,steady,120952,120048,120048,124002,121852.0,1460.1966990785863,jcgcswfv-6A
2020-02-14 09:14:49.609258890,2020-02-14 09:14:54.393653154,0 days 00:00:04.784394264,0 days 00:00:00.785668135,97313.0,73,1394.0,37,38471.0,756.0,udpnew,0,0,243,0,steady,123815,120771,120771,123815,122293.25,1308.9426712681754,jcgcswfv-6A
2020-02-14 09:14:54.393653154,2020-02-14 09:14:59.541237116,0 days 00:00:05.147583962,0 days 00:00:00.493476868,62295.0,47,950.0,25,38471.0,756.0,udpnew,0,0,243,0,steady,121436,120980,120980,123996,122277.8,1217.8785653750542,jcgcswfv-6A
2020-02-14 09:14:59.541237116,2020-02-14 09:15:04.456018925,0 days 00:00:04.914781809,0 days 00:00:00.884326935,108891.0,83,1592.0,42,38471.0,756.0,udpnew,0,0,243,0,steady,119954,120750,119954,123785,121802.0,1531.4671070578042,jcgcswfv-6A
2020-02-14 09:15:04.456018925,2020-02-14 09:15:09.545145988,0 days 00:00:05.089127063,0 days 00:00:00.491724014,62254.0,47,1002.0,26,38471.0,756.0,udpnew,0,0,243,0,steady,119837,120886,119837,123904,121884.2,1604.9143902401772,jcgcswfv-6A
2020-02-14 09:15:09.545145988,2020-02-14 09:15:14.359336853,0 days 00:00:04.814190865,0 days 00:00:00.854923249,101262.0,77,1561.0,41,38471.0,756.0,udpnew,0,0,243,0,steady,119883,120757,119883,123783,121793.4,1552.6090299879104,jcgcswfv-6A
2020-02-14 09:15:14.359336853,2020-02-14 09:15:19.467813969,0 days 00:00:05.108477116,0 days 00:00:00.493742228,62342.0,47,993.0,26,38471.0,756.0,udpnew,0,0,243,0,steady,123518,120819,120819,123757,122551.6,1224.267046032033,jcgcswfv-6A
2020-02-14 09:15:19.467813969,2020-02-14 09:15:24.424108267,0 days 00:00:04.956294298,0 days 00:00:00.557159185,68676.0,53,1027.0,27,38471.0,756.0,udpnew,0,0,243,0,steady,119812,120715,119812,123755,121750.0,1568.9212854697332,jcgcswfv-6A
2020-02-14 09:15:24.424108267,2020-02-14 09:15:29.390574932,0 days 00:00:04.966466665,0 days 00:00:00.494154692,62198.0,47,950.0,25,38471.0,756.0,udpnew,0,0,243,0,steady,120960,120700,120700,123745,121974.6,1268.5630847537698,jcgcswfv-6A
2020-02-14 09:15:29.390574932,2020-02-14 09:15:34.326118946,0 days 00:00:04.935544014,0 days 00:00:00.546118260,66799.0,52,1064.0,28,38471.0,757.0,udpnew,0,0,243,0,steady,121036,120761,120761,123791,122030.4,1259.0297057655155,jcgcswfv-6A
2020-02-14 09:15:34.326118946,2020-02-14 09:15:39.223807096,0 days 00:00:04.897688150,0 days 00:00:00.494158268,62260.0,48,950.0,25,38471.0,756.0,udpnew,0,0,243,0,steady,123559,120603,120603,123635,122402.2,1301.6739991257411,jcgcswfv-6A
2020-02-14 09:15:39.223807096,2020-02-14 09:15:39.348186970,0 days 00:00:00.124379874,0 days 00:00:00.060046912,9643.0,9,49.0,1,38471.0,756.0,udpnew,0,0,243,0,steady,120603,120603,120603,120603,120603.0,0.0,jcgcswfv-6A
2020-02-14 09:15:39.348186970,2020-02-14 09:15:44.328325987,0 days 00:00:04.980139017,0 days 00:00:01.052488804,60030.0,49,1144.0,30,38471.0,756.0,udpnew,0,0,243,0,steady,119593,120715,119593,123770,121711.8,1643.2759050141274,jcgcswfv-6A
2020-02-14 09:15:44.328325987,2020-02-14 09:15:49.228796244,0 days 00:00:04.900470257,0 days 00:00:00.743452787,62621.0,49,953.0,25,38471.0,756.0,udpnew,0,0,243,0,steady,120812,120562,120562,123610,121830.8,1270.5011609597216,jcgcswfv-6A
2020-02-14 09:15:49.228796244,2020-02-14 09:15:54.304450989,0 days 00:00:05.075654745,0 days 00:00:00.533405780,65940.0,52,1027.0,27,38471.0,756.0,udpnew,0,0,243,0,steady,124500,120735,120735,124500,122668.2,1498.1554325236084,jcgcswfv-6A
2020-02-14 09:15:54.304450989,2020-02-14 09:15:59.122101068,0 days 00:00:04.817650079,0 days 00:00:00.501309871,62156.0,48,990.0,26,38471.0,756.0,udpnew,0,0,243,0,steady,123944,120427,120427,123944,122348.8,1441.681032683721,jcgcswfv-6A
2020-02-14 09:15:59.122101068,2020-02-14 09:16:04.356403828,0 days 00:00:05.234302760,0 days 00:00:00.727994919,68446.0,55,1113.0,29,38471.0,756.0,udpnew,0,0,243,0,steady,120881,120663,120663,123717,121927.2,1278.7369549676744,jcgcswfv-6A
2020-02-14 09:16:04.356403828,2020-02-14 09:16:09.049809933,0 days 00:00:04.693406105,0 days 00:00:00.504858255,62613.0,48,990.0,26,38471.0,756.0,udpnew,0,0,243,0,steady,123882,120395,120395,123882,122306.4,1434.229514408346,jcgcswfv-6A
2020-02-14 09:16:09.049809933,2020-02-14 09:16:14.266703128,0 days 00:00:05.216893195,0 days 00:00:00.527878046,66141.0,50,987.0,26,38471.0,756.0,udpnew,0,0,243,0,steady,124678,120718,120718,124678,122690.6,1559.1971652103528,jcgcswfv-6A
2020-02-14 09:16:14.266703128,2020-02-14 09:16:18.967244148,0 days 00:00:04.700541020,0 days 00:00:00.497661115,62159.0,48,1078.0,28,38471.0,756.0,udpnew,0,0,243,0,steady,124172,120365,120365,124172,122291.2,1528.522718182494,jcgcswfv-6A
2020-02-14 09:16:18.967244148,2020-02-14 09:16:24.330904961,0 days 00:00:05.363660813,0 days 00:00:00.549565792,68567.0,52,1064.0,28,38471.0,756.0,udpnew,0,0,243,0,steady,124703,120658,120658,124703,122681.6,1599.3227629218563,jcgcswfv-6A
2020-02-14 09:16:24.330904961,2020-02-14 09:16:28.882502079,0 days 00:00:04.551597118,0 days 00:00:00.494199991,62372.0,48,950.0,25,38471.0,756.0,udpnew,0,0,243,0,steady,124191,120232,120232,124191,122237.8,1572.6991765751006,jcgcswfv-6A
2020-02-14 09:16:28.882502079,2020-02-14 09:16:34.239253044,0 days 00:00:05.356750965,0 days 00:00:00.527267933,66323.0,51,987.0,26,38471.0,756.0,udpnew,0,0,243,0,steady,124614,120673,120673,124614,122652.8,1551.9093723539402,jcgcswfv-6A
2020-02-14 09:16:34.239253044,2020-02-14 09:16:38.811984062,0 days 00:00:04.572731018,0 days 00:00:00.493312121,62348.0,47,1054.0,27,38471.0,756.0,udpnew,0,0,243,0,steady,124169,120129,120129,124169,122150.0,1598.0635156338437,jcgcswfv-6A
