frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,frame.len
"180","Apr 24, 2024 14:01:16.850734000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.22","17","75"
"181","Apr 24, 2024 14:01:16.850896000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"182","Apr 24, 2024 14:01:16.851055000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"183","Apr 24, 2024 14:01:16.851055000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"184","Apr 24, 2024 14:01:16.851055000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"185","Apr 24, 2024 14:01:16.851100000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"186","Apr 24, 2024 14:01:16.851100000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"187","Apr 24, 2024 14:01:16.851100000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"188","Apr 24, 2024 14:01:16.851103000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.22","17","75"
"189","Apr 24, 2024 14:01:16.851100000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"190","Apr 24, 2024 14:01:16.851176000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.22","17","75"
"191","Apr 24, 2024 14:01:16.851222000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"192","Apr 24, 2024 14:01:16.851222000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"193","Apr 24, 2024 14:01:16.851272000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.22","17","75"
"194","Apr 24, 2024 14:01:16.851275000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"195","Apr 24, 2024 14:01:16.851275000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"196","Apr 24, 2024 14:01:16.851324000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.22","17","75"
"197","Apr 24, 2024 14:01:16.851553000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"198","Apr 24, 2024 14:01:16.851748000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"199","Apr 24, 2024 14:01:16.851749000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"200","Apr 24, 2024 14:01:16.851749000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"201","Apr 24, 2024 14:01:16.851798000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"202","Apr 24, 2024 14:01:16.851798000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","1399"
"203","Apr 24, 2024 14:01:16.851798000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.22","172.16.31.14","17","423"
"204","Apr 24, 2024 14:01:16.851801000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.22","17","75"
"205","Apr 24, 2024 14:01:16.851897000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.22","17","75"
"206","Apr 24, 2024 14:01:17.176399000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.16.31.1","17","104"
"207","Apr 24, 2024 14:01:17.176644000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.16.31.1","17","104"
"208","Apr 24, 2024 14:01:17.179215000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.16.31.1","172.16.31.14","17","165"
"209","Apr 24, 2024 14:01:17.179215000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.16.31.1","172.16.31.14","17","177"
"210","Apr 24, 2024 14:01:17.183497000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","1399"
"211","Apr 24, 2024 14:01:17.189016000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"212","Apr 24, 2024 14:01:17.189017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"213","Apr 24, 2024 14:01:17.189017000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"214","Apr 24, 2024 14:01:17.189101000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"215","Apr 24, 2024 14:01:17.189102000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","254"
"216","Apr 24, 2024 14:01:17.191732000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","84"
"217","Apr 24, 2024 14:01:17.193699000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","214"
"218","Apr 24, 2024 14:01:17.193862000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","1399"
"219","Apr 24, 2024 14:01:17.193883000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","1399"
"220","Apr 24, 2024 14:01:17.195019000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","151"
"221","Apr 24, 2024 14:01:17.196799000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","575"
"222","Apr 24, 2024 14:01:17.196799000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","160"
"223","Apr 24, 2024 14:01:17.196933000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","68"
"224","Apr 24, 2024 14:01:17.197465000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","73"
"225","Apr 24, 2024 14:01:17.198132000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","72"
"226","Apr 24, 2024 14:01:17.199152000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","630"
"227","Apr 24, 2024 14:01:17.199451000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","78"
"228","Apr 24, 2024 14:01:17.202140000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1395"
"229","Apr 24, 2024 14:01:17.202140000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"230","Apr 24, 2024 14:01:17.202233000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","73"
"231","Apr 24, 2024 14:01:17.202259000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"232","Apr 24, 2024 14:01:17.202259000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"233","Apr 24, 2024 14:01:17.202259000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"234","Apr 24, 2024 14:01:17.202309000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"235","Apr 24, 2024 14:01:17.202309000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"236","Apr 24, 2024 14:01:17.202309000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"237","Apr 24, 2024 14:01:17.202323000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","73"
"238","Apr 24, 2024 14:01:17.202374000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","73"
"239","Apr 24, 2024 14:01:17.203236000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"240","Apr 24, 2024 14:01:17.203457000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"241","Apr 24, 2024 14:01:17.203457000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"242","Apr 24, 2024 14:01:17.203457000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"243","Apr 24, 2024 14:01:17.203457000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"244","Apr 24, 2024 14:01:17.203509000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"245","Apr 24, 2024 14:01:17.203572000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"246","Apr 24, 2024 14:01:17.203572000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"247","Apr 24, 2024 14:01:17.203584000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","73"
"248","Apr 24, 2024 14:01:17.203677000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","73"
"249","Apr 24, 2024 14:01:17.205298000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"250","Apr 24, 2024 14:01:17.205487000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"251","Apr 24, 2024 14:01:17.205487000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"252","Apr 24, 2024 14:01:17.205487000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"253","Apr 24, 2024 14:01:17.205487000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"254","Apr 24, 2024 14:01:17.205537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"255","Apr 24, 2024 14:01:17.205537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"256","Apr 24, 2024 14:01:17.205537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"257","Apr 24, 2024 14:01:17.205537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"258","Apr 24, 2024 14:01:17.205537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"259","Apr 24, 2024 14:01:17.205586000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"260","Apr 24, 2024 14:01:17.205586000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"261","Apr 24, 2024 14:01:17.205695000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","73"
"262","Apr 24, 2024 14:01:17.207242000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"263","Apr 24, 2024 14:01:17.207461000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"264","Apr 24, 2024 14:01:17.207461000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"265","Apr 24, 2024 14:01:17.207461000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"266","Apr 24, 2024 14:01:17.207513000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"267","Apr 24, 2024 14:01:17.207513000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"268","Apr 24, 2024 14:01:17.207513000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"269","Apr 24, 2024 14:01:17.207513000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"270","Apr 24, 2024 14:01:17.207566000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"271","Apr 24, 2024 14:01:17.207566000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"272","Apr 24, 2024 14:01:17.207566000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"273","Apr 24, 2024 14:01:17.207566000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"274","Apr 24, 2024 14:01:17.207566000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"275","Apr 24, 2024 14:01:17.207609000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"276","Apr 24, 2024 14:01:17.207609000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"277","Apr 24, 2024 14:01:17.207609000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"278","Apr 24, 2024 14:01:17.207609000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"279","Apr 24, 2024 14:01:17.207665000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"280","Apr 24, 2024 14:01:17.207665000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"281","Apr 24, 2024 14:01:17.207665000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"282","Apr 24, 2024 14:01:17.207751000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","73"
"283","Apr 24, 2024 14:01:17.209271000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"284","Apr 24, 2024 14:01:17.209470000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"285","Apr 24, 2024 14:01:17.209470000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"286","Apr 24, 2024 14:01:17.209470000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"287","Apr 24, 2024 14:01:17.209526000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"288","Apr 24, 2024 14:01:17.209526000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"289","Apr 24, 2024 14:01:17.209526000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"290","Apr 24, 2024 14:01:17.209526000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"291","Apr 24, 2024 14:01:17.209526000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"292","Apr 24, 2024 14:01:17.209573000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"293","Apr 24, 2024 14:01:17.209573000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"294","Apr 24, 2024 14:01:17.209573000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"295","Apr 24, 2024 14:01:17.209573000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"296","Apr 24, 2024 14:01:17.209627000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"297","Apr 24, 2024 14:01:17.209627000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"298","Apr 24, 2024 14:01:17.209627000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"299","Apr 24, 2024 14:01:17.209628000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"300","Apr 24, 2024 14:01:17.209628000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"301","Apr 24, 2024 14:01:17.209673000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"302","Apr 24, 2024 14:01:17.209673000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"303","Apr 24, 2024 14:01:17.209673000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"304","Apr 24, 2024 14:01:17.209681000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"305","Apr 24, 2024 14:01:17.209718000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"306","Apr 24, 2024 14:01:17.209718000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"307","Apr 24, 2024 14:01:17.209718000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"308","Apr 24, 2024 14:01:17.209827000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"309","Apr 24, 2024 14:01:17.210849000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"310","Apr 24, 2024 14:01:17.211064000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"311","Apr 24, 2024 14:01:17.211064000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"312","Apr 24, 2024 14:01:17.211064000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"313","Apr 24, 2024 14:01:17.211118000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"314","Apr 24, 2024 14:01:17.211118000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"315","Apr 24, 2024 14:01:17.211118000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"316","Apr 24, 2024 14:01:17.211118000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"317","Apr 24, 2024 14:01:17.211118000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"318","Apr 24, 2024 14:01:17.211161000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"319","Apr 24, 2024 14:01:17.211161000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"320","Apr 24, 2024 14:01:17.211161000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"321","Apr 24, 2024 14:01:17.211161000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"322","Apr 24, 2024 14:01:17.211214000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"323","Apr 24, 2024 14:01:17.211214000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"324","Apr 24, 2024 14:01:17.211214000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"325","Apr 24, 2024 14:01:17.211214000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"326","Apr 24, 2024 14:01:17.211266000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"327","Apr 24, 2024 14:01:17.211266000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"328","Apr 24, 2024 14:01:17.211266000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"329","Apr 24, 2024 14:01:17.211310000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"330","Apr 24, 2024 14:01:17.211423000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"331","Apr 24, 2024 14:01:17.212719000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"332","Apr 24, 2024 14:01:17.212951000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"333","Apr 24, 2024 14:01:17.212951000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"334","Apr 24, 2024 14:01:17.212951000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"335","Apr 24, 2024 14:01:17.212987000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"336","Apr 24, 2024 14:01:17.212987000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"337","Apr 24, 2024 14:01:17.212987000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"338","Apr 24, 2024 14:01:17.212988000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"339","Apr 24, 2024 14:01:17.213046000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"340","Apr 24, 2024 14:01:17.213047000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"341","Apr 24, 2024 14:01:17.213047000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"342","Apr 24, 2024 14:01:17.213047000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"343","Apr 24, 2024 14:01:17.213047000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"344","Apr 24, 2024 14:01:17.213086000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"345","Apr 24, 2024 14:01:17.213086000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"346","Apr 24, 2024 14:01:17.213086000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"347","Apr 24, 2024 14:01:17.213086000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"348","Apr 24, 2024 14:01:17.213136000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"349","Apr 24, 2024 14:01:17.213136000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"350","Apr 24, 2024 14:01:17.213136000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"351","Apr 24, 2024 14:01:17.213136000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"352","Apr 24, 2024 14:01:17.213191000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"353","Apr 24, 2024 14:01:17.213191000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
