frame.number,frame.time_epoch,eth.src,eth.dst,ip.src,ip.dst,ip.proto,frame.len,frame.protocols
"1","1714740697.799205000","d8:3a:dd:38:d2:7e","33:33:00:00:00:01",,,,"86","eth:ethertype:ipv6:icmpv6"
"2","1714740698.225681000","6c:03:09:ac:7d:82","01:80:c2:00:00:00",,,,"119","eth:llc:stp"
"3","1714740698.252930000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","1238","eth:ethertype:ip:udp:data"
"4","1714740698.256516000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","77","eth:ethertype:ip:udp:data"
"5","1714740698.256617000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"6","1714740698.304108000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","120","eth:ethertype:ip:udp:data"
"7","1714740698.304287000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","68","eth:ethertype:ip:udp:data"
"8","1714740698.304323000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","86","eth:ethertype:ip:udp:data"
"9","1714740698.304334000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","78","eth:ethertype:ip:udp:data"
"10","1714740698.309099000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","71","eth:ethertype:ip:udp:data"
"11","1714740698.309180000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"12","1714740698.359392000","e4:5f:01:05:ee:1a","33:33:00:00:00:01",,,,"86","eth:ethertype:ipv6:icmpv6"
"13","1714740698.359447000","00:19:99:f5:0f:54","33:33:00:00:00:01",,,,"86","eth:ethertype:ipv6:icmpv6"
"14","1714740698.415556000","00:d8:61:a6:16:a4","ff:ff:ff:ff:ff:ff",,,,"60","eth:ethertype:arp"
"15","1714740698.440914000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","1399","eth:ethertype:ip:udp:data"
"16","1714740698.440947000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","1399","eth:ethertype:ip:udp:data"
"17","1714740698.440972000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","764","eth:ethertype:ip:udp:data"
"18","1714740698.444561000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","82","eth:ethertype:ip:udp:data"
"19","1714740698.444667000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"20","1714740698.445672000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","71","eth:ethertype:ip:udp:data"
"21","1714740698.470988000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1394","eth:ethertype:ip:udp:data"
"22","1714740698.470989000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"23","1714740698.470989000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","802","eth:ethertype:ip:udp:data"
"24","1714740698.471052000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","277","eth:ethertype:ip:udp:data"
"25","1714740698.471240000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","81","eth:ethertype:ip:udp:data"
"26","1714740698.471250000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"27","1714740698.475506000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","71","eth:ethertype:ip:udp:data"
"28","1714740698.663691000","30:e1:71:5d:1d:b6","ff:ff:ff:ff:ff:ff","0.0.0.0","255.255.255.255","17","342","eth:ethertype:ip:udp:dhcp"
"29","1714740698.912918000","04:0e:3c:a5:8d:9b","33:33:00:00:00:01",,,,"86","eth:ethertype:ipv6:icmpv6"
"30","1714740698.960180000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","1399","eth:ethertype:ip:udp:data"
"31","1714740698.960200000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","319","eth:ethertype:ip:udp:data"
"32","1714740698.961470000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","1240","eth:ethertype:ip:udp:data"
"33","1714740698.963796000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","77","eth:ethertype:ip:udp:data"
"34","1714740698.964011000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"35","1714740698.965182000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","77","eth:ethertype:ip:udp:data"
"36","1714740698.973544000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","91","eth:ethertype:ip:udp:data"
"37","1714740698.973880000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","86","eth:ethertype:ip:udp:data"
"38","1714740698.973901000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","78","eth:ethertype:ip:udp:data"
"39","1714740698.974177000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","68","eth:ethertype:ip:udp:data"
"40","1714740698.976006000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","93","eth:ethertype:ip:udp:data"
"41","1714740698.976252000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","91","eth:ethertype:ip:udp:data"
"42","1714740698.976430000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","68","eth:ethertype:ip:udp:data"
"43","1714740698.978090000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","71","eth:ethertype:ip:udp:data"
"44","1714740698.980465000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","71","eth:ethertype:ip:udp:data"
"45","1714740698.980630000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"46","1714740699.004590000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","563","eth:ethertype:ip:udp:data"
"47","1714740699.008340000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","77","eth:ethertype:ip:udp:data"
"48","1714740699.008454000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"49","1714740699.036270000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1394","eth:ethertype:ip:udp:data"
"50","1714740699.036426000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"51","1714740699.036427000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","658","eth:ethertype:ip:udp:data"
"52","1714740699.036575000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","83","eth:ethertype:ip:udp:data"
"53","1714740699.036672000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"54","1714740699.041252000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","71","eth:ethertype:ip:udp:data"
"55","1714740699.050098000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","933","eth:ethertype:ip:udp:data"
"56","1714740699.053775000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","77","eth:ethertype:ip:udp:data"
"57","1714740699.053900000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"58","1714740699.059439000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1393","eth:ethertype:ip:udp:data"
"59","1714740699.059482000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"60","1714740699.059482000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"61","1714740699.059482000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"62","1714740699.059482000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"63","1714740699.059674000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"64","1714740699.059674000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1108","eth:ethertype:ip:udp:data"
"65","1714740699.059696000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"66","1714740699.059754000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"67","1714740699.060065000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1393","eth:ethertype:ip:udp:data"
"68","1714740699.060265000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"69","1714740699.060265000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"70","1714740699.060265000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"71","1714740699.060266000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","962","eth:ethertype:ip:udp:data"
"72","1714740699.060328000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"73","1714740699.060488000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1391","eth:ethertype:ip:udp:data"
"74","1714740699.060664000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"75","1714740699.060664000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"76","1714740699.060664000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","669","eth:ethertype:ip:udp:data"
"77","1714740699.060664000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","86","eth:ethertype:ip:udp:data"
"78","1714740699.060718000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"79","1714740699.060768000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","143","eth:ethertype:ip:udp:data"
"80","1714740699.060951000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","86","eth:ethertype:ip:udp:data"
"81","1714740699.061003000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"82","1714740699.061169000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","248","eth:ethertype:ip:udp:data"
"83","1714740699.061219000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","170","eth:ethertype:ip:udp:data"
"84","1714740699.061308000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"85","1714740699.062191000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","224","eth:ethertype:ip:udp:data"
"86","1714740699.062191000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","86","eth:ethertype:ip:udp:data"
"87","1714740699.062272000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"88","1714740699.062407000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","151","eth:ethertype:ip:udp:data"
"89","1714740699.062458000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","86","eth:ethertype:ip:udp:data"
"90","1714740699.062501000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"91","1714740699.062740000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","193","eth:ethertype:ip:udp:data"
"92","1714740699.062796000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","156","eth:ethertype:ip:udp:data"
"93","1714740699.062840000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"94","1714740699.063120000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","143","eth:ethertype:ip:udp:data"
"95","1714740699.063272000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","86","eth:ethertype:ip:udp:data"
"96","1714740699.063338000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"97","1714740699.063404000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","137","eth:ethertype:ip:udp:data"
"98","1714740699.063519000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","69","eth:ethertype:ip:udp:data"
"99","1714740699.063632000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","84","eth:ethertype:ip:udp:data"
"100","1714740699.063681000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"101","1714740699.065945000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1391","eth:ethertype:ip:udp:data"
"102","1714740699.065945000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"103","1714740699.065945000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","625","eth:ethertype:ip:udp:data"
"104","1714740699.065945000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1391","eth:ethertype:ip:udp:data"
"105","1714740699.066004000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"106","1714740699.066105000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"107","1714740699.066105000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"108","1714740699.066105000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","354","eth:ethertype:ip:udp:data"
"109","1714740699.066145000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"110","1714740699.066247000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"111","1714740699.068397000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","71","eth:ethertype:ip:udp:data"
"112","1714740699.096628000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","142.250.185.182","17","1399","eth:ethertype:ip:udp:quic:tls"
"113","1714740699.107345000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","142.250.185.182","172.16.31.14","17","1399","eth:ethertype:ip:udp:quic:tls"
"114","1714740699.107481000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","142.250.185.182","172.16.31.14","17","657","eth:ethertype:ip:udp:quic"
"115","1714740699.107481000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","142.250.185.182","172.16.31.14","17","189","eth:ethertype:ip:udp:quic"
"116","1714740699.109121000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","142.250.185.182","17","160","eth:ethertype:ip:udp:quic"
"117","1714740699.111037000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.182.105","17","1399","eth:ethertype:ip:udp:quic:tls"
"118","1714740699.112190000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","142.250.185.182","172.16.31.14","17","165","eth:ethertype:ip:udp:quic"
"119","1714740699.112526000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.182.105","17","242","eth:ethertype:ip:udp:quic"
"120","1714740699.115837000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.182.105","172.16.31.14","17","1399","eth:ethertype:ip:udp:quic:tls"
"121","1714740699.115837000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.182.105","172.16.31.14","17","1399","eth:ethertype:ip:udp:quic"
"122","1714740699.115837000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.182.105","172.16.31.14","17","1399","eth:ethertype:ip:udp:quic"
"123","1714740699.115907000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.182.105","172.16.31.14","17","1399","eth:ethertype:ip:udp:quic"
"124","1714740699.115907000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.182.105","172.16.31.14","17","249","eth:ethertype:ip:udp:quic"
"125","1714740699.116458000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1391","eth:ethertype:ip:udp:data"
"126","1714740699.116458000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","853","eth:ethertype:ip:udp:data"
"127","1714740699.117715000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.182.105","17","431","eth:ethertype:ip:udp:quic"
"128","1714740699.118322000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"129","1714740699.119191000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1391","eth:ethertype:ip:udp:data"
"130","1714740699.119227000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"131","1714740699.119281000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"132","1714740699.119281000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","586","eth:ethertype:ip:udp:data"
"133","1714740699.119281000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","527","eth:ethertype:ip:udp:data"
"134","1714740699.119785000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"135","1714740699.121292000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1391","eth:ethertype:ip:udp:data"
"136","1714740699.121365000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"137","1714740699.121365000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"138","1714740699.121365000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1144","eth:ethertype:ip:udp:data"
"139","1714740699.121535000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1391","eth:ethertype:ip:udp:data"
"140","1714740699.121726000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"141","1714740699.121726000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"142","1714740699.121726000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"143","1714740699.121773000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"144","1714740699.121773000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"145","1714740699.121773000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"146","1714740699.121773000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"147","1714740699.121826000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"148","1714740699.121826000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"149","1714740699.121827000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"150","1714740699.121827000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","834","eth:ethertype:ip:udp:data"
"151","1714740699.122212000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1391","eth:ethertype:ip:udp:data"
"152","1714740699.122289000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"153","1714740699.122376000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.182.105","17","237","eth:ethertype:ip:udp:quic"
"154","1714740699.122418000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"155","1714740699.122418000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"156","1714740699.122418000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"157","1714740699.122462000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"158","1714740699.122462000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"159","1714740699.122462000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"160","1714740699.122462000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"161","1714740699.122516000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"162","1714740699.122516000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"163","1714740699.122517000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1340","eth:ethertype:ip:udp:data"
"164","1714740699.122533000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"165","1714740699.122723000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1391","eth:ethertype:ip:udp:data"
"166","1714740699.122723000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","231","eth:ethertype:ip:udp:data"
"167","1714740699.122812000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.182.105","17","478","eth:ethertype:ip:udp:quic"
"168","1714740699.122953000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"169","1714740699.123338000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1391","eth:ethertype:ip:udp:data"
"170","1714740699.123425000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"171","1714740699.123425000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"172","1714740699.123425000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"173","1714740699.123480000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"174","1714740699.123480000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"175","1714740699.123480000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","1399","eth:ethertype:ip:udp:data"
"176","1714740699.123480000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","172.217.18.110","172.16.31.14","17","241","eth:ethertype:ip:udp:data"
"177","1714740699.124138000","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","172.217.18.110","17","75","eth:ethertype:ip:udp:data"
"178","1714740699.125709000","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.182.105","172.16.31.14","17","575","eth:ethertype:ip:udp:quic"
